# nlayers	|E|^2	slope
0.000000000000000000e+00	6.904141581003766515e-01	-2.862535282658784652e-02
1.000000000000000000e+00	6.402298473069476525e-01	-2.862535282658784652e-02
2.000000000000000000e+00	5.933180567965895547e-01	-2.862535282658784652e-02
3.000000000000000000e+00	5.494345189222926695e-01	-2.862535282658784652e-02
4.000000000000000000e+00	5.083603448366773581e-01	-2.862535282658784652e-02
5.000000000000000000e+00	4.699000895924503318e-01	-2.862535282658784652e-02
6.000000000000000000e+00	4.338798339921802194e-01	-2.862535282658784652e-02
7.000000000000000000e+00	4.001452852840450825e-01	-2.862535282658784652e-02
8.000000000000000000e+00	3.685599007548031603e-01	-2.862535282658784652e-02
9.000000000000000000e+00	3.390030399884527146e-01	-2.862535282658784652e-02
1.000000000000000000e+01	3.113681530217162208e-01	-2.862535282658784652e-02
1.100000000000000000e+01	2.855610128218614707e-01	-2.862535282658784652e-02
1.200000000000000000e+01	2.614980014285022691e-01	-2.862535282658784652e-02
1.300000000000000000e+01	2.391044597329835542e-01	-2.862535282658784652e-02
1.400000000000000000e+01	2.183131112149706288e-01	-2.862535282658784652e-02
1.500000000000000000e+01	1.990625700183909219e-01	-2.862535282658784652e-02
1.600000000000000000e+01	1.812959435347009651e-01	-2.862535282658784652e-02
1.700000000000000000e+01	1.649595391814568657e-01	-2.862535282658784652e-02
1.800000000000000000e+01	1.500016843333607242e-01	-2.862535282658784652e-02
1.900000000000000000e+01	1.363716674001149431e-01	-2.862535282658784652e-02
2.000000000000000000e+01	1.240188068728872162e-01	-2.862535282658784652e-02
2.100000000000000000e+01	1.128916538044943962e-01	-2.862535282658784652e-02
2.200000000000000000e+01	1.029373316758498830e-01	-2.862535282658784652e-02
2.300000000000000000e+01	9.410101596341469143e-02	-2.862535282658784652e-02
2.400000000000000000e+01	8.632555399179109301e-02	-2.862535282658784652e-02
2.500000000000000000e+01	7.955122386592874961e-02	-2.862535282658784652e-02
2.600000000000000000e+01	7.371562946313715836e-02	-2.862535282658784652e-02
2.700000000000000000e+01	6.875372666083910678e-02	-2.862535282658784652e-02
2.800000000000000000e+01	6.459797421594966338e-02	-2.862535282658784652e-02
2.900000000000000000e+01	6.117860102914947362e-02	-2.862535282658784652e-02
3.000000000000000000e+01	5.842397995379519648e-02	-2.862535282658784652e-02
3.100000000000000000e+01	5.626109687438534540e-02	-2.862535282658784652e-02
3.200000000000000000e+01	5.461610251039957648e-02	-2.862535282658784652e-02
3.300000000000000000e+01	5.341493332196878274e-02	-2.862535282658784652e-02
3.400000000000000000e+01	5.258398702480841097e-02	-2.862535282658784652e-02
3.500000000000000000e+01	5.205083757998676952e-02	-2.862535282658784652e-02
3.600000000000000000e+01	5.174497412220070008e-02	-2.862535282658784652e-02
3.700000000000000000e+01	5.159854813683004832e-02	-2.862535282658784652e-02
3.800000000000000000e+01	5.154711329529713948e-02	-2.862535282658784652e-02
3.900000000000000000e+01	5.153034270987115473e-02	-2.862535282658784652e-02
