# nlayers	|E|^2	slope
0.000000000000000000e+00	7.044642719201866798e-01	-4.799175740458094808e-02
1.000000000000000000e+00	6.394587936405218276e-01	-4.799175740458094808e-02
2.000000000000000000e+00	5.787983853169954562e-01	-4.799175740458094808e-02
3.000000000000000000e+00	5.224333471118028926e-01	-4.799175740458094808e-02
4.000000000000000000e+00	4.703241773465916542e-01	-4.799175740458094808e-02
5.000000000000000000e+00	4.224349267016749288e-01	-4.799175740458094808e-02
6.000000000000000000e+00	3.787270457069986107e-01	-4.799175740458094808e-02
7.000000000000000000e+00	3.391538127231035760e-01	-4.799175740458094808e-02
8.000000000000000000e+00	3.036554206139968626e-01	-4.799175740458094808e-02
9.000000000000000000e+00	2.721547894352748798e-01	-4.799175740458094808e-02
1.000000000000000000e+01	2.445541599469342187e-01	-4.799175740458094808e-02
1.100000000000000000e+01	2.207325088909579125e-01	-4.799175740458094808e-02
1.200000000000000000e+01	2.005438120562342552e-01	-4.799175740458094808e-02
1.300000000000000000e+01	1.838161655156834995e-01	-4.799175740458094808e-02
1.400000000000000000e+01	1.703517594048839512e-01	-4.799175740458094808e-02
1.500000000000000000e+01	1.599276825671049063e-01	-4.799175740458094808e-02
1.600000000000000000e+01	1.522975206653759406e-01	-4.799175740458094808e-02
1.700000000000000000e+01	1.471936952993228853e-01	-4.799175740458094808e-02
1.800000000000000000e+01	1.443304775896382397e-01	-4.799175740458094808e-02
1.900000000000000000e+01	1.434075969113670079e-01	-4.799175740458094808e-02
