# nlayers	|E|^2	slope
0.000000000000000000e+00	7.696936447946628457e-01	-1.251887257298965432e-02
1.000000000000000000e+00	7.077210620128401297e-01	-1.251887257298965432e-02
2.000000000000000000e+00	6.507418133642305369e-01	-1.251887257298965432e-02
3.000000000000000000e+00	5.983542235113968877e-01	-1.251887257298965432e-02
4.000000000000000000e+00	5.501887312693205523e-01	-1.251887257298965432e-02
5.000000000000000000e+00	5.059053007797509327e-01	-1.251887257298965432e-02
6.000000000000000000e+00	4.651910516526373551e-01	-1.251887257298965432e-02
7.000000000000000000e+00	4.277580901194861784e-01	-1.251887257298965432e-02
8.000000000000000000e+00	3.933415242086576447e-01	-1.251887257298965432e-02
9.000000000000000000e+00	3.616976468780214171e-01	-1.251887257298965432e-02
1.000000000000000000e+01	3.326022719499709956e-01	-1.251887257298965432e-02
1.100000000000000000e+01	3.058492086068483329e-01	-1.251887257298965432e-02
1.200000000000000000e+01	2.812488611354591606e-01	-1.251887257298965432e-02
1.300000000000000000e+01	2.586269415663111082e-01	-1.251887257298965432e-02
1.400000000000000000e+01	2.378232838396966697e-01	-1.251887257298965432e-02
1.500000000000000000e+01	2.186907491448230600e-01	-1.251887257298965432e-02
1.600000000000000000e+01	2.010942131129567489e-01	-1.251887257298965432e-02
1.700000000000000000e+01	1.849096265899072278e-01	-1.251887257298965432e-02
1.800000000000000000e+01	1.700231427525531192e-01	-1.251887257298965432e-02
1.900000000000000000e+01	1.563303043513825930e-01	-1.251887257298965432e-02
2.000000000000000000e+01	1.437352858375677001e-01	-1.251887257298965432e-02
2.100000000000000000e+01	1.321501860498517089e-01	-1.251887257298965432e-02
2.200000000000000000e+01	1.214943679750957323e-01	-1.251887257298965432e-02
2.300000000000000000e+01	1.116938428399881361e-01	-1.251887257298965432e-02
2.400000000000000000e+01	1.026806964260714439e-01	-1.251887257298965432e-02
2.500000000000000000e+01	9.439255601525049777e-02	-1.251887257298965432e-02
2.600000000000000000e+01	8.677209676172815966e-02	-1.251887257298965432e-02
2.700000000000000000e+01	7.976658654681284544e-02	-1.251887257298965432e-02
2.800000000000000000e+01	7.332746850790272664e-02	-1.251887257298965432e-02
2.900000000000000000e+01	6.740998044952255241e-02	-1.251887257298965432e-02
3.000000000000000000e+01	6.197281025437931246e-02	-1.251887257298965432e-02
3.100000000000000000e+01	5.697778623178290092e-02	-1.251887257298965432e-02
3.200000000000000000e+01	5.238960108857160930e-02	-1.251887257298965432e-02
3.300000000000000000e+01	4.817556790549320372e-02	-1.251887257298965432e-02
3.400000000000000000e+01	4.430540617299653927e-02	-1.251887257298965432e-02
3.500000000000000000e+01	4.075105560829270224e-02	-1.251887257298965432e-02
3.600000000000000000e+01	3.748651516353178337e-02	-1.251887257298965432e-02
3.700000000000000000e+01	3.448770436464734801e-02	-1.251887257298965432e-02
3.800000000000000000e+01	3.173234391095188650e-02	-1.251887257298965432e-02
3.900000000000000000e+01	2.919985233266736424e-02	-1.251887257298965432e-02
4.000000000000000000e+01	2.687125545891246026e-02	-1.251887257298965432e-02
4.100000000000000000e+01	2.472910549933482818e-02	-1.251887257298965432e-02
4.200000000000000000e+01	2.275740669079222983e-02	-1.251887257298965432e-02
4.300000000000000000e+01	2.094154470351451344e-02	-1.251887257298965432e-02
4.400000000000000000e+01	1.926821733150274607e-02	-1.251887257298965432e-02
4.500000000000000000e+01	1.772536439761052129e-02	-1.251887257298965432e-02
4.600000000000000000e+01	1.630209526905111034e-02	-1.251887257298965432e-02
4.700000000000000000e+01	1.498861288516758865e-02	-1.251887257298965432e-02
4.800000000000000000e+01	1.377613372521763364e-02	-1.251887257298965432e-02
4.900000000000000000e+01	1.265680366753282882e-02	-1.251887257298965432e-02
5.000000000000000000e+01	1.162361019048989592e-02	-1.251887257298965432e-02
5.100000000000000000e+01	1.067029181901627335e-02	-1.251887257298965432e-02
5.200000000000000000e+01	9.791246108557239564e-03	-1.251887257298965432e-02
5.300000000000000000e+01	8.981437765164320894e-03	-1.251887257298965432e-02
5.400000000000000000e+01	8.236308712908002941e-03	-1.251887257298965432e-02
5.500000000000000000e+01	7.551692029741206499e-03	-1.251887257298965432e-02
5.600000000000000000e+01	6.923731676503388707e-03	-1.251887257298965432e-02
5.700000000000000000e+01	6.348809842096216072e-03	-1.251887257298965432e-02
5.800000000000000000e+01	5.823483526950388664e-03	-1.251887257298965432e-02
5.900000000000000000e+01	5.344431697271233121e-03	-1.251887257298965432e-02
6.000000000000000000e+01	4.908413978803832615e-03	-1.251887257298965432e-02
6.100000000000000000e+01	4.512241438999644964e-03	-1.251887257298965432e-02
6.200000000000000000e+01	4.152759551056073827e-03	-1.251887257298965432e-02
6.300000000000000000e+01	3.826842964498847980e-03	-1.251887257298965432e-02
6.400000000000000000e+01	3.531401247509038856e-03	-1.251887257298965432e-02
6.500000000000000000e+01	3.263394338290736760e-03	-1.251887257298965432e-02
6.600000000000000000e+01	3.019856067125996184e-03	-1.251887257298965432e-02
6.700000000000000000e+01	2.797923805562409216e-03	-1.251887257298965432e-02
6.800000000000000000e+01	2.594872079266863710e-03	-1.251887257298965432e-02
6.900000000000000000e+01	2.408147857252964166e-03	-1.251887257298965432e-02
7.000000000000000000e+01	2.235405208698705223e-03	-1.251887257298965432e-02
7.100000000000000000e+01	2.074537100826649976e-03	-1.251887257298965432e-02
7.200000000000000000e+01	1.923702293831599250e-03	-1.251887257298965432e-02
7.300000000000000000e+01	1.781345563386263139e-03	-1.251887257298965432e-02
7.400000000000000000e+01	1.646209835263265494e-03	-1.251887257298965432e-02
7.500000000000000000e+01	1.517339233757039043e-03	-1.251887257298965432e-02
7.600000000000000000e+01	1.394072506561016547e-03	-1.251887257298965432e-02
7.700000000000000000e+01	1.276026772164981461e-03	-1.251887257298965432e-02
7.800000000000000000e+01	1.163072019223246496e-03	-1.251887257298965432e-02
7.900000000000000000e+01	1.055297248227937950e-03	-1.251887257298965432e-02
8.000000000000000000e+01	9.529695627643845887e-04	-1.251887257298965432e-02
8.100000000000000000e+01	8.564878712352723628e-04	-1.251887257298965432e-02
8.200000000000000000e+01	7.663331337829046861e-04	-1.251887257298965432e-02
8.300000000000000000e+01	6.830172705111992254e-04	-1.251887257298965432e-02
8.400000000000000000e+01	6.070329276350222613e-04	-1.251887257298965432e-02
8.500000000000000000e+01	5.388062742100396211e-04	-1.251887257298965432e-02
8.600000000000000000e+01	4.786548748612413006e-04	-1.251887257298965432e-02
8.700000000000000000e+01	4.267524595092298976e-04	-1.251887257298965432e-02
8.800000000000000000e+01	3.831021001189918382e-04	-1.251887257298965432e-02
8.900000000000000000e+01	3.475189216490765041e-04	-1.251887257298965432e-02
9.000000000000000000e+01	3.196230377085122558e-04	-1.251887257298965432e-02
9.100000000000000000e+01	2.988429315023047707e-04	-1.251887257298965432e-02
9.200000000000000000e+01	2.844290215865609862e-04	-1.251887257298965432e-02
9.300000000000000000e+01	2.754766824006776079e-04	-1.251887257298965432e-02
9.400000000000000000e+01	2.709575535911165254e-04	-1.251887257298965432e-02
9.500000000000000000e+01	2.697575903020987321e-04	-1.251887257298965432e-02
9.600000000000000000e+01	2.707199968524097488e-04	-1.251887257298965432e-02
