# nlayers	|E|^2	slope
0.000000000000000000e+00	8.342720579526755609e-01	-5.191303324866325397e-02
1.000000000000000000e+00	7.775110198049725030e-01	-5.191303324866325397e-02
2.000000000000000000e+00	7.229058571933681954e-01	-5.191303324866325397e-02
3.000000000000000000e+00	6.696221649628397721e-01	-5.191303324866325397e-02
4.000000000000000000e+00	6.171183382938348894e-01	-5.191303324866325397e-02
5.000000000000000000e+00	5.651517341745598833e-01	-5.191303324866325397e-02
6.000000000000000000e+00	5.137665658252550394e-01	-5.191303324866325397e-02
7.000000000000000000e+00	4.632641601594666425e-01	-5.191303324866325397e-02
8.000000000000000000e+00	4.141574588376053523e-01	-5.191303324866325397e-02
9.000000000000000000e+00	3.671127610440315658e-01	-5.191303324866325397e-02
1.000000000000000000e+01	3.228826128204715373e-01	-5.191303324866325397e-02
1.100000000000000000e+01	2.822343803626704006e-01	-5.191303324866325397e-02
1.200000000000000000e+01	2.458793590290681563e-01	-5.191303324866325397e-02
1.300000000000000000e+01	2.144072440465095986e-01	-5.191303324866325397e-02
1.400000000000000000e+01	1.882304249158217591e-01	-5.191303324866325397e-02
1.500000000000000000e+01	1.675418888361729919e-01	-5.191303324866325397e-02
1.600000000000000000e+01	1.522895764449235245e-01	-5.191303324866325397e-02
1.700000000000000000e+01	1.421688917099376559e-01	-5.191303324866325397e-02
1.800000000000000000e+01	1.366338067471307149e-01	-5.191303324866325397e-02
1.900000000000000000e+01	1.349257098540448119e-01	-5.191303324866325397e-02
