# nlayers	|E|^2	slope
0.000000000000000000e+00	6.412293293220590051e-01	-1.080755831847057813e-02
1.000000000000000000e+00	5.976535864465850612e-01	-1.080755831847057813e-02
2.000000000000000000e+00	5.570355204553963935e-01	-1.080755831847057813e-02
3.000000000000000000e+00	5.191749842939649140e-01	-1.080755831847057813e-02
4.000000000000000000e+00	4.838854029929491873e-01	-1.080755831847057813e-02
5.000000000000000000e+00	4.509928473597519805e-01	-1.080755831847057813e-02
6.000000000000000000e+00	4.203351706795413478e-01	-1.080755831847057813e-02
7.000000000000000000e+00	3.917612041983287718e-01	-1.080755831847057813e-02
8.000000000000000000e+00	3.651300074457189404e-01	-1.080755831847057813e-02
9.000000000000000000e+00	3.403101697201767473e-01	-1.080755831847057813e-02
1.000000000000000000e+01	3.171791593064777204e-01	-1.080755831847057813e-02
1.100000000000000000e+01	2.956227172246781998e-01	-1.080755831847057813e-02
1.200000000000000000e+01	2.755342925236638485e-01	-1.080755831847057813e-02
1.300000000000000000e+01	2.568145163312200996e-01	-1.080755831847057813e-02
1.400000000000000000e+01	2.393707120576608338e-01	-1.080755831847057813e-02
1.500000000000000000e+01	2.231164393223265818e-01	-1.080755831847057813e-02
1.600000000000000000e+01	2.079710693326334292e-01	-1.080755831847057813e-02
1.700000000000000000e+01	1.938593895946640611e-01	-1.080755831847057813e-02
1.800000000000000000e+01	1.807112359733505091e-01	-1.080755831847057813e-02
1.900000000000000000e+01	1.684611502498289670e-01	-1.080755831847057813e-02
2.000000000000000000e+01	1.570480614442625877e-01	-1.080755831847057813e-02
2.100000000000000000e+01	1.464149892849591628e-01	-1.080755831847057813e-02
2.200000000000000000e+01	1.365087683095692062e-01	-1.080755831847057813e-02
2.300000000000000000e+01	1.272797911820901240e-01	-1.080755831847057813e-02
2.400000000000000000e+01	1.186817699008505811e-01	-1.080755831847057813e-02
2.500000000000000000e+01	1.106715136580898318e-01	-1.080755831847057813e-02
2.600000000000000000e+01	1.032087221916244690e-01	-1.080755831847057813e-02
2.700000000000000000e+01	9.625579354383660691e-02	-1.080755831847057813e-02
2.800000000000000000e+01	8.977764521319890612e-02	-1.080755831847057813e-02
2.900000000000000000e+01	8.374154774913927790e-02	-1.080755831847057813e-02
3.000000000000000000e+01	7.811696990256371265e-02	-1.080755831847057813e-02
3.100000000000000000e+01	7.287543450210855200e-02	-1.080755831847057813e-02
3.200000000000000000e+01	6.799038428045890703e-02	-1.080755831847057813e-02
3.300000000000000000e+01	6.343705692610629443e-02	-1.080755831847057813e-02
3.400000000000000000e+01	5.919236868395943291e-02	-1.080755831847057813e-02
3.500000000000000000e+01	5.523480587348009868e-02	-1.080755831847057813e-02
