# nlayers	|E|^2	slope
0.000000000000000000e+00	6.866500141334493934e-01	-1.483875817068999042e-02
1.000000000000000000e+00	6.351891744645010718e-01	-1.483875817068999042e-02
2.000000000000000000e+00	5.875919947871578453e-01	-1.483875817068999042e-02
3.000000000000000000e+00	5.435654186212299788e-01	-1.483875817068999042e-02
4.000000000000000000e+00	5.028385320045707374e-01	-1.483875817068999042e-02
5.000000000000000000e+00	4.651609548410528538e-01	-1.483875817068999042e-02
6.000000000000000000e+00	4.303013493885765040e-01	-1.483875817068999042e-02
7.000000000000000000e+00	3.980460360047319290e-01	-1.483875817068999042e-02
8.000000000000000000e+00	3.681977071115285494e-01	-1.483875817068999042e-02
9.000000000000000000e+00	3.405742311415704826e-01	-1.483875817068999042e-02
1.000000000000000000e+01	3.150075389868712272e-01	-1.483875817068999042e-02
1.100000000000000000e+01	2.913425861883904289e-01	-1.483875817068999042e-02
1.200000000000000000e+01	2.694363847792363154e-01	-1.483875817068999042e-02
1.300000000000000000e+01	2.491570993269479062e-01	-1.483875817068999042e-02
1.400000000000000000e+01	2.303832023098653370e-01	-1.483875817068999042e-02
1.500000000000000000e+01	2.130026845087609200e-01	-1.483875817068999042e-02
1.600000000000000000e+01	1.969123165970846911e-01	-1.483875817068999042e-02
1.700000000000000000e+01	1.820169585709663918e-01	-1.483875817068999042e-02
1.800000000000000000e+01	1.682289140732399213e-01	-1.483875817068999042e-02
1.900000000000000000e+01	1.554673270341909164e-01	-1.483875817068999042e-02
2.000000000000000000e+01	1.436576183757457548e-01	-1.483875817068999042e-02
2.100000000000000000e+01	1.327309608060098234e-01	-1.483875817068999042e-02
2.200000000000000000e+01	1.226237899683918497e-01	-1.483875817068999042e-02
2.300000000000000000e+01	1.132773504053634223e-01	-1.483875817068999042e-02
2.400000000000000000e+01	1.046372749529439483e-01	-1.483875817068999042e-02
2.500000000000000000e+01	9.665319630041384336e-02	-1.483875817068999042e-02
2.600000000000000000e+01	8.927838953306400926e-02	-1.483875817068999042e-02
2.700000000000000000e+01	8.246944452687296478e-02	-1.483875817068999042e-02
2.800000000000000000e+01	7.618596708608622869e-02	-1.483875817068999042e-02
2.900000000000000000e+01	7.039030771124434038e-02	-1.483875817068999042e-02
3.000000000000000000e+01	6.504731686002443447e-02	-1.483875817068999042e-02
3.100000000000000000e+01	6.012412552023077561e-02	-1.483875817068999042e-02
3.200000000000000000e+01	5.558994985744887540e-02	-1.483875817068999042e-02
3.300000000000000000e+01	5.141591863335490120e-02	-1.483875817068999042e-02
3.400000000000000000e+01	4.757492201853143199e-02	-1.483875817068999042e-02
3.500000000000000000e+01	4.404148034988509403e-02	-1.483875817068999042e-02
3.600000000000000000e+01	4.079163131123321462e-02	-1.483875817068999042e-02
3.700000000000000000e+01	3.780283394995696822e-02	-1.483875817068999042e-02
3.800000000000000000e+01	3.505388788615049211e-02	-1.483875817068999042e-02
3.900000000000000000e+01	3.252486602643285540e-02	-1.483875817068999042e-02
4.000000000000000000e+01	3.019705906514428065e-02	-1.483875817068999042e-02
4.100000000000000000e+01	2.805293004319197453e-02	-1.483875817068999042e-02
4.200000000000000000e+01	2.607607724104277214e-02	-1.483875817068999042e-02
