# nlayers	|E|^2	slope
0.000000000000000000e+00	6.453155116012090353e-01	-1.077653309496273693e-02
1.000000000000000000e+00	5.988041527090890437e-01	-1.077653309496273693e-02
2.000000000000000000e+00	5.556419506623313520e-01	-1.077653309496273693e-02
3.000000000000000000e+00	5.155871999756350688e-01	-1.077653309496273693e-02
4.000000000000000000e+00	4.784156917093935757e-01	-1.077653309496273693e-02
5.000000000000000000e+00	4.439194539306122178e-01	-1.077653309496273693e-02
6.000000000000000000e+00	4.119055819912911809e-01	-1.077653309496273693e-02
7.000000000000000000e+00	3.821951521328634804e-01	-1.077653309496273693e-02
8.000000000000000000e+00	3.546222124078522442e-01	-1.077653309496273693e-02
9.000000000000000000e+00	3.290328453577009427e-01	-1.077653309496273693e-02
1.000000000000000000e+01	3.052842973010290728e-01	-1.077653309496273693e-02
1.100000000000000000e+01	2.832441694715167047e-01	-1.077653309496273693e-02
1.200000000000000000e+01	2.627896666012160543e-01	-1.077653309496273693e-02
1.300000000000000000e+01	2.438068988751774246e-01	-1.077653309496273693e-02
1.400000000000000000e+01	2.261902334885931842e-01	-1.077653309496273693e-02
1.500000000000000000e+01	2.098416923198328787e-01	-1.077653309496273693e-02
1.600000000000000000e+01	1.946703924932810525e-01	-1.077653309496273693e-02
1.700000000000000000e+01	1.805920268462295752e-01	-1.077653309496273693e-02
1.800000000000000000e+01	1.675283815355594064e-01	-1.077653309496273693e-02
1.900000000000000000e+01	1.554068882238541505e-01	-1.077653309496273693e-02
2.000000000000000000e+01	1.441602084721071986e-01	-1.077653309496273693e-02
2.100000000000000000e+01	1.337258481384704656e-01	-1.077653309496273693e-02
2.200000000000000000e+01	1.240457997406164414e-01	-1.077653309496273693e-02
2.300000000000000000e+01	1.150662108842810255e-01	-1.077653309496273693e-02
2.400000000000000000e+01	1.067370769933989050e-01	-1.077653309496273693e-02
2.500000000000000000e+01	9.901195669887144502e-02	-1.077653309496273693e-02
2.600000000000000000e+01	9.184770835430469682e-02	-1.077653309496273693e-02
2.700000000000000000e+01	8.520424624887192044e-02	-1.077653309496273693e-02
2.800000000000000000e+01	7.904431518059608364e-02	-1.077653309496273693e-02
2.900000000000000000e+01	7.333328213858235356e-02	-1.077653309496273693e-02
3.000000000000000000e+01	6.803894392078474462e-02	-1.077653309496273693e-02
3.100000000000000000e+01	6.313134958546080810e-02	-1.077653309496273693e-02
3.200000000000000000e+01	5.858263670020166097e-02	-1.077653309496273693e-02
