# nlayers	|E|^2	slope
0.000000000000000000e+00	6.861870316814069337e-01	-1.136304225535966772e-02
1.000000000000000000e+00	6.346133984768295155e-01	-1.136304225535966772e-02
2.000000000000000000e+00	5.869179264515462791e-01	-1.136304225535966772e-02
3.000000000000000000e+00	5.428094449139972966e-01	-1.136304225535966772e-02
4.000000000000000000e+00	5.020185946240370845e-01	-1.136304225535966772e-02
5.000000000000000000e+00	4.642961854263052968e-01	-1.136304225535966772e-02
6.000000000000000000e+00	4.294116787702748073e-01	-1.136304225535966772e-02
7.000000000000000000e+00	3.971517857748639302e-01	-1.136304225535966772e-02
8.000000000000000000e+00	3.673191721654667785e-01	-1.136304225535966772e-02
9.000000000000000000e+00	3.397312620306581210e-01	-1.136304225535966772e-02
1.000000000000000000e+01	3.142191329191650340e-01	-1.136304225535966772e-02
1.100000000000000000e+01	2.906264953290983999e-01	-1.136304225535966772e-02
1.200000000000000000e+01	2.688087501346845820e-01	-1.136304225535966772e-02
1.300000000000000000e+01	2.486321179543164450e-01	-1.136304225535966772e-02
1.400000000000000000e+01	2.299728348907999209e-01	-1.136304225535966772e-02
1.500000000000000000e+01	2.127164094730901178e-01	-1.136304225535966772e-02
1.600000000000000000e+01	1.967569360011418023e-01	-1.136304225535966772e-02
1.700000000000000000e+01	1.819964598440564352e-01	-1.136304225535966772e-02
1.800000000000000000e+01	1.683443905685293174e-01	-1.136304225535966772e-02
1.900000000000000000e+01	1.557169590814707905e-01	-1.136304225535966772e-02
2.000000000000000000e+01	1.440367152591623956e-01	-1.136304225535966772e-02
2.100000000000000000e+01	1.332320628067552304e-01	-1.136304225535966772e-02
2.200000000000000000e+01	1.232368283474660209e-01	-1.136304225535966772e-02
2.300000000000000000e+01	1.139898619814483510e-01	-1.136304225535966772e-02
2.400000000000000000e+01	1.054346667808102878e-01	-1.136304225535966772e-02
2.500000000000000000e+01	9.751905490027652779e-02	-1.136304225535966772e-02
2.600000000000000000e+01	9.019482818309140781e-02	-1.136304225535966772e-02
2.700000000000000000e+01	8.341748132935179749e-02	-1.136304225535966772e-02
2.800000000000000000e+01	7.714592586940122176e-02	-1.136304225535966772e-02
2.900000000000000000e+01	7.134223334847634990e-02	-1.136304225535966772e-02
3.000000000000000000e+01	6.597139628071198303e-02	-1.136304225535966772e-02
3.100000000000000000e+01	6.100110557107502746e-02	-1.136304225535966772e-02
3.200000000000000000e+01	5.640154323299994416e-02	-1.136304225535966772e-02
3.300000000000000000e+01	5.214518934761944863e-02	-1.136304225535966772e-02
3.400000000000000000e+01	4.820664231773061359e-02	-1.136304225535966772e-02
3.500000000000000000e+01	4.456245156623221682e-02	-1.136304225535966772e-02
3.600000000000000000e+01	4.119096191497872983e-02	-1.136304225535966772e-02
3.700000000000000000e+01	3.807216895613529939e-02	-1.136304225535966772e-02
3.800000000000000000e+01	3.518758479454257848e-02	-1.136304225535966772e-02
3.900000000000000000e+01	3.252011359673764868e-02	-1.136304225535966772e-02
4.000000000000000000e+01	3.005393643059988545e-02	-1.136304225535966772e-02
4.100000000000000000e+01	2.777440491963964128e-02	-1.136304225535966772e-02
4.200000000000000000e+01	2.566794326831788042e-02	-1.136304225535966772e-02
4.300000000000000000e+01	2.372195824012238510e-02	-1.136304225535966772e-02
4.400000000000000000e+01	2.192475668913095727e-02	-1.136304225535966772e-02
4.500000000000000000e+01	2.026547025919761894e-02	-1.136304225535966772e-02
4.600000000000000000e+01	1.873398687347694117e-02	-1.136304225535966772e-02
4.700000000000000000e+01	1.732088864154414723e-02	-1.136304225535966772e-02
4.800000000000000000e+01	1.601739581267945869e-02	-1.136304225535966772e-02
4.900000000000000000e+01	1.481531640276845425e-02	-1.136304225535966772e-02
5.000000000000000000e+01	1.370700111951803774e-02	-1.136304225535966772e-02
5.100000000000000000e+01	1.268530320707044780e-02	-1.136304225535966772e-02
5.200000000000000000e+01	1.174354282734874251e-02	-1.136304225535966772e-02
5.300000000000000000e+01	1.087547559227420441e-02	-1.136304225535966772e-02
5.400000000000000000e+01	1.007526485898914068e-02	-1.136304225535966772e-02
5.500000000000000000e+01	9.337457399960105361e-03	-1.136304225535966772e-02
5.600000000000000000e+01	8.656962061814035478e-03	-1.136304225535966772e-02
5.700000000000000000e+01	8.029031031376318919e-03	-1.136304225535966772e-02
5.800000000000000000e+01	7.449243334950434066e-03	-1.136304225535966772e-02
5.900000000000000000e+01	6.913490207625389537e-03	-1.136304225535966772e-02
6.000000000000000000e+01	6.417961983445620751e-03	-1.136304225535966772e-02
6.100000000000000000e+01	5.959136174658956862e-03	-1.136304225535966772e-02
6.200000000000000000e+01	5.533766428907755525e-03	-1.136304225535966772e-02
