# nlayers	|E|^2	slope
0.000000000000000000e+00	6.394690601844363886e-01	-1.377425524146369540e-02
1.000000000000000000e+00	5.960029737149766804e-01	-1.377425524146369540e-02
2.000000000000000000e+00	5.555035225831809198e-01	-1.377425524146369540e-02
3.000000000000000000e+00	5.177698912157765454e-01	-1.377425524146369540e-02
4.000000000000000000e+00	4.826147269200829482e-01	-1.377425524146369540e-02
5.000000000000000000e+00	4.498632230337824001e-01	-1.377425524146369540e-02
6.000000000000000000e+00	4.193522658872411157e-01	-1.377425524146369540e-02
7.000000000000000000e+00	3.909296412634526985e-01	-1.377425524146369540e-02
8.000000000000000000e+00	3.644532963182831042e-01	-1.377425524146369540e-02
9.000000000000000000e+00	3.397906531824417820e-01	-1.377425524146369540e-02
1.000000000000000000e+01	3.168179707079446517e-01	-1.377425524146369540e-02
1.100000000000000000e+01	2.954197510470669141e-01	-1.377425524146369540e-02
1.200000000000000000e+01	2.754881879621807195e-01	-1.377425524146369540e-02
1.300000000000000000e+01	2.569226539615194205e-01	-1.377425524146369540e-02
1.400000000000000000e+01	2.396292235399351267e-01	-1.377425524146369540e-02
1.500000000000000000e+01	2.235202299760472577e-01	-1.377425524146369540e-02
1.600000000000000000e+01	2.085138532987605153e-01	-1.377425524146369540e-02
1.700000000000000000e+01	1.945337371877772503e-01	-1.377425524146369540e-02
1.800000000000000000e+01	1.815086327152345691e-01	-1.377425524146369540e-02
1.900000000000000000e+01	1.693720669696433812e-01	-1.377425524146369540e-02
2.000000000000000000e+01	1.580620347295686179e-01	-1.377425524146369540e-02
2.100000000000000000e+01	1.475207114735397895e-01	-1.377425524146369540e-02
2.200000000000000000e+01	1.376941861250736143e-01	-1.377425524146369540e-02
2.300000000000000000e+01	1.285322120378986077e-01	-1.377425524146369540e-02
2.400000000000000000e+01	1.199879748269556123e-01	-1.377425524146369540e-02
2.500000000000000000e+01	1.120178757458906299e-01	-1.377425524146369540e-02
2.600000000000000000e+01	1.045813294019241335e-01	-1.377425524146369540e-02
2.700000000000000000e+01	9.764057468448950061e-02	-1.377425524146369540e-02
2.800000000000000000e+01	9.116049786516600140e-02	-1.377425524146369540e-02
2.900000000000000000e+01	8.510846690344096854e-02	-1.377425524146369540e-02
3.000000000000000000e+01	7.945417606593992155e-02	-1.377425524146369540e-02
3.100000000000000000e+01	7.416950003615839504e-02	-1.377425524146369540e-02
3.200000000000000000e+01	6.922835675758139129e-02	-1.377425524146369540e-02
3.300000000000000000e+01	6.460657831553040520e-02	-1.377425524146369540e-02
3.400000000000000000e+01	6.028178922226528486e-02	-1.377425524146369540e-02
3.500000000000000000e+01	5.623329152588656121e-02	-1.377425524146369540e-02
3.600000000000000000e+01	5.244195621653953421e-02	-1.377425524146369540e-02
3.700000000000000000e+01	4.889012045337930157e-02	-1.377425524146369540e-02
3.800000000000000000e+01	4.556149018279707918e-02	-1.377425524146369540e-02
3.900000000000000000e+01	4.244104776258334627e-02	-1.377425524146369540e-02
4.000000000000000000e+01	3.951496424806826002e-02	-1.377425524146369540e-02
4.100000000000000000e+01	3.677051603488182274e-02	-1.377425524146369540e-02
4.200000000000000000e+01	3.419600558885636105e-02	-1.377425524146369540e-02
4.300000000000000000e+01	3.178068602679580412e-02	-1.377425524146369540e-02
4.400000000000000000e+01	2.951468934239851252e-02	-1.377425524146369540e-02
4.500000000000000000e+01	2.738895809958785676e-02	-1.377425524146369540e-02
4.600000000000000000e+01	2.539518044091714638e-02	-1.377425524146369540e-02
4.700000000000000000e+01	2.352572828162428561e-02	-1.377425524146369540e-02
4.800000000000000000e+01	2.177359858036483076e-02	-1.377425524146369540e-02
4.900000000000000000e+01	2.013235759570793093e-02	-1.377425524146369540e-02
5.000000000000000000e+01	1.859608805319975036e-02	-1.377425524146369540e-02
5.100000000000000000e+01	1.715933916125171252e-02	-1.377425524146369540e-02
5.200000000000000000e+01	1.581707942537206868e-02	-1.377425524146369540e-02
5.300000000000000000e+01	1.456465221941008123e-02	-1.377425524146369540e-02
5.400000000000000000e+01	1.339773407961351165e-02	-1.377425524146369540e-02
