# nlayers	|E|^2	slope
0.000000000000000000e+00	7.408670072029746034e-01	-1.212826969334646066e-02
1.000000000000000000e+00	6.826734263127646196e-01	-1.212826969334646066e-02
2.000000000000000000e+00	6.290462458825817338e-01	-1.212826969334646066e-02
3.000000000000000000e+00	5.796265092152368403e-01	-1.212826969334646066e-02
4.000000000000000000e+00	5.340836551448039371e-01	-1.212826969334646066e-02
5.000000000000000000e+00	4.921132875273793172e-01	-1.212826969334646066e-02
6.000000000000000000e+00	4.534351132988230226e-01	-1.212826969334646066e-02
7.000000000000000000e+00	4.177910360727323247e-01	-1.212826969334646066e-02
8.000000000000000000e+00	3.849433934960290737e-01	-1.212826969334646066e-02
9.000000000000000000e+00	3.546733277109775928e-01	-1.212826969334646066e-02
1.000000000000000000e+01	3.267792792930110934e-01	-1.212826969334646066e-02
1.100000000000000000e+01	3.010755959458524256e-01	-1.212826969334646066e-02
1.200000000000000000e+01	2.773912480422687232e-01	-1.212826969334646066e-02
1.300000000000000000e+01	2.555686438045101094e-01	-1.212826969334646066e-02
1.400000000000000000e+01	2.354625375281023114e-01	-1.212826969334646066e-02
1.500000000000000000e+01	2.169390247722670917e-01	-1.212826969334646066e-02
1.600000000000000000e+01	1.998746188768559251e-01	-1.212826969334646066e-02
1.700000000000000000e+01	1.841554035272058576e-01	-1.212826969334646066e-02
1.800000000000000000e+01	1.696762563834657289e-01	-1.212826969334646066e-02
1.900000000000000000e+01	1.563401390289912429e-01	-1.212826969334646066e-02
2.000000000000000000e+01	1.440574486831087409e-01	-1.212826969334646066e-02
2.100000000000000000e+01	1.327454272768423260e-01	-1.212826969334646066e-02
2.200000000000000000e+01	1.223276236160249358e-01	-1.212826969334646066e-02
2.300000000000000000e+01	1.127334044642565175e-01	-1.212826969334646066e-02
2.400000000000000000e+01	1.038975104776130032e-01	-1.212826969334646066e-02
2.500000000000000000e+01	9.575965302232818110e-02	-1.212826969334646066e-02
2.600000000000000000e+01	8.826414801340798366e-02	-1.212826969334646066e-02
2.700000000000000000e+01	8.135958303272594616e-02	-1.212826969334646066e-02
2.800000000000000000e+01	7.499851412475075363e-02	-1.212826969334646066e-02
2.900000000000000000e+01	6.913718883046053587e-02	-1.212826969334646066e-02
3.000000000000000000e+01	6.373529220753394731e-02	-1.212826969334646066e-02
3.100000000000000000e+01	5.875571279843043448e-02	-1.212826969334646066e-02
3.200000000000000000e+01	5.416432574687211204e-02	-1.212826969334646066e-02
3.300000000000000000e+01	4.992979052551976826e-02	-1.212826969334646066e-02
3.400000000000000000e+01	4.602336102000955526e-02	-1.212826969334646066e-02
3.500000000000000000e+01	4.241870601256559487e-02	-1.212826969334646066e-02
3.600000000000000000e+01	3.909173841676061995e-02	-1.212826969334646066e-02
3.700000000000000000e+01	3.602045192756522796e-02	-1.212826969334646066e-02
3.800000000000000000e+01	3.318476406101149995e-02	-1.212826969334646066e-02
3.900000000000000000e+01	3.056636485876924533e-02	-1.212826969334646066e-02
4.000000000000000000e+01	2.814857081787708673e-02	-1.212826969334646066e-02
4.100000000000000000e+01	2.591618386824753525e-02	-1.212826969334646066e-02
4.200000000000000000e+01	2.385535545435618632e-02	-1.212826969334646066e-02
4.300000000000000000e+01	2.195345597745618216e-02	-1.212826969334646066e-02
4.400000000000000000e+01	2.019895001640056170e-02	-1.212826969334646066e-02
4.500000000000000000e+01	1.858127786548737989e-02	-1.212826969334646066e-02
4.600000000000000000e+01	1.709074400467892885e-02	-1.212826969334646066e-02
4.700000000000000000e+01	1.571841315041918805e-02	-1.212826969334646066e-02
4.800000000000000000e+01	1.445601452476604626e-02	-1.212826969334646066e-02
4.900000000000000000e+01	1.329585492869306100e-02	-1.212826969334646066e-02
5.000000000000000000e+01	1.223074111550872568e-02	-1.212826969334646066e-02
5.100000000000000000e+01	1.125391183687904362e-02	-1.212826969334646066e-02
5.200000000000000000e+01	1.035897978244791282e-02	-1.212826969334646066e-02
5.300000000000000000e+01	9.539883460912463448e-03	-1.212826969334646066e-02
5.400000000000000000e+01	8.790848882654671986e-03	-1.212826969334646066e-02
5.500000000000000000e+01	8.106360709098850773e-03	-1.212826969334646066e-02
5.600000000000000000e+01	7.481142339463082297e-03	-1.212826969334646066e-02
5.700000000000000000e+01	6.910144219020061644e-03	-1.212826969334646066e-02
5.800000000000000000e+01	6.388539481557251043e-03	-1.212826969334646066e-02
5.900000000000000000e+01	5.911725889026452768e-03	-1.212826969334646066e-02
6.000000000000000000e+01	5.475332909196164825e-03	-1.212826969334646066e-02
6.100000000000000000e+01	5.075232682269253948e-03	-1.212826969334646066e-02
6.200000000000000000e+01	4.707553573552391082e-03	-1.212826969334646066e-02
6.300000000000000000e+01	4.368694993734562743e-03	-1.212826969334646066e-02
6.400000000000000000e+01	4.055342192169631745e-03	-1.212826969334646066e-02
6.500000000000000000e+01	3.764479791397220589e-03	-1.212826969334646066e-02
6.600000000000000000e+01	3.493402931242403989e-03	-1.212826969334646066e-02
6.700000000000000000e+01	3.239725025166438101e-03	-1.212826969334646066e-02
6.800000000000000000e+01	3.001381295855573561e-03	-1.212826969334646066e-02
6.900000000000000000e+01	2.776627446037595141e-03	-1.212826969334646066e-02
7.000000000000000000e+01	2.564033028040976075e-03	-1.212826969334646066e-02
7.100000000000000000e+01	2.362469294837017068e-03	-1.212826969334646066e-02
7.200000000000000000e+01	2.171091538987286219e-03	-1.212826969334646066e-02
7.300000000000000000e+01	1.989316146640622909e-03	-1.212826969334646066e-02
7.400000000000000000e+01	1.816792804152448423e-03	-1.212826969334646066e-02
7.500000000000000000e+01	1.653372488035901580e-03	-1.212826969334646066e-02
7.600000000000000000e+01	1.499072038376872591e-03	-1.212826969334646066e-02
7.700000000000000000e+01	1.354036255927530338e-03	-1.212826969334646066e-02
7.800000000000000000e+01	1.218498569200034262e-03	-1.212826969334646066e-02
7.900000000000000000e+01	1.092741386528051908e-03	-1.212826969334646066e-02
8.000000000000000000e+01	9.770572770329095588e-04	-1.212826969334646066e-02
8.100000000000000000e+01	8.717121128547255290e-04	-1.212826969334646066e-02
8.200000000000000000e+01	7.769112533950039024e-04	-1.212826969334646066e-02
8.300000000000000000e+01	6.927697625348393966e-04	-1.212826969334646066e-02
8.400000000000000000e+01	6.192875250082935075e-04	-1.212826969334646066e-02
8.500000000000000000e+01	5.563299726796750236e-04	-1.212826969334646066e-02
8.600000000000000000e+01	5.036149507936635208e-04	-1.212826969334646066e-02
8.700000000000000000e+01	4.607060545930403376e-04	-1.212826969334646066e-02
8.800000000000000000e+01	4.270125549286172151e-04	-1.212826969334646066e-02
8.900000000000000000e+01	4.017958149266259477e-04	-1.212826969334646066e-02
