4.000000000000000000e+02 3.630417853438710374e+00
4.080402010050250965e+02 3.535625644570020931e+00
4.160804020100502498e+02 3.443230252069843900e+00
4.241206030150754032e+02 3.353285985883927456e+00
4.321608040201004997e+02 3.265821911068717665e+00
4.402010050251255961e+02 3.180846455693501884e+00
4.482412060301507495e+02 3.098351273906142289e+00
4.562814070351759028e+02 3.018314481505664393e+00
4.643216080402009993e+02 2.940703363081146993e+00
4.723618090452260958e+02 2.865476634260503364e+00
4.804020100502512491e+02 2.792586329480802654e+00
4.884422110552764025e+02 2.721979374600597801e+00
4.964824120603014990e+02 2.653598894320191803e+00
5.045226130653265955e+02 2.587385296494367992e+00
5.125628140703518056e+02 2.523277168785690971e+00
5.206030150753769021e+02 2.461212017521031026e+00
5.286432160804019986e+02 2.401126873913322690e+00
5.366834170854270951e+02 2.342958788854839103e+00
5.447236180904521916e+02 2.286645234158595663e+00
5.527638190954774018e+02 2.232124425321401429e+00
5.608040201005024983e+02 2.179335578521077288e+00
5.688442211055275948e+02 2.128219112571298588e+00
5.768844221105528050e+02 2.078716804880814006e+00
5.849246231155779014e+02 2.030771909049791990e+00
5.929648241206029979e+02 1.984329240543081241e+00
6.010050251256280944e+02 1.939335235873079766e+00
6.090452261306531909e+02 1.895737989874432206e+00
6.170854271356784011e+02 1.853487274934167317e+00
6.251256281407034976e+02 1.812534545433462707e+00
6.331658291457285941e+02 1.772832930143602992e+00
6.412060301507538043e+02 1.734337214884196676e+00
6.492462311557789008e+02 1.697003817384094226e+00
6.572864321608039972e+02 1.660790755974266064e+00
6.653266331658290937e+02 1.625657613478619146e+00
6.733668341708541902e+02 1.591565497445663890e+00
6.814070351758794004e+02 1.558476997675314335e+00
6.894472361809044969e+02 1.526356141835315094e+00
6.974874371859295934e+02 1.495168349826627274e+00
7.055276381909548036e+02 1.464880387442733634e+00
7.135678391959799001e+02 1.435460319771240556e+00
7.216080402010049966e+02 1.406877464704335834e+00
7.296482412060300931e+02 1.379102346855838990e+00
7.376884422110551895e+02 1.352106652124349662e+00
7.457286432160803997e+02 1.325863183093059394e+00
7.537688442211054962e+02 1.300345815415610451e+00
7.618090452261305927e+02 1.275529455302827575e+00
7.698492462311558029e+02 1.251389998196167364e+00
7.778894472361808994e+02 1.227904288689652290e+00
7.859296482412059959e+02 1.205050081741803725e+00
7.939698492462310924e+02 1.182806005202539090e+00
8.020100502512561889e+02 1.161151523666122065e+00
8.100502512562813990e+02 1.140066903650026831e+00
8.180904522613064955e+02 1.119533180090310998e+00
8.261306532663315920e+02 1.099532124136686884e+00
8.341708542713568022e+02 1.080046212224507807e+00
8.422110552763818987e+02 1.061058596396206699e+00
8.502512562814069952e+02 1.042553075841070154e+00
8.582914572864320917e+02 1.024514069619502754e+00
8.663316582914571882e+02 1.006926590535944799e+00
8.743718592964823983e+02 9.897762201231997681e-01
8.824120603015074948e+02 9.730490847000752286e-01
8.904522613065325913e+02 9.567318324638451887e-01
8.984924623115578015e+02 9.408116115788829337e-01
9.065326633165828980e+02 9.252760492231103528e-01
9.145728643216079945e+02 9.101132315542668216e-01
9.226130653266330910e+02 8.953116845586942540e-01
9.306532663316581875e+02 8.808603557460693567e-01
9.386934673366833977e+02 8.667485966544261622e-01
