1.450000000000000000e+03	2.818306288900477852e-01	-2.285639322704327014e+00
1.450010001000099919e+03	2.818319636570676412e-01	-2.285638359225282024e+00
1.450020002000200066e+03	2.818332984373603245e-01	-2.285637395766040747e+00
1.450030003000299985e+03	2.818346332309261681e-01	-2.285636432326599188e+00
1.450040004000400131e+03	2.818359680377631737e-01	-2.285635468906962231e+00
1.450050005000500050e+03	2.818373028578725070e-01	-2.285634505507131209e+00
1.450060006000599969e+03	2.818386376912526692e-01	-2.285633542127110118e+00
1.450070007000700116e+03	2.818399725379047704e-01	-2.285632578766895850e+00
1.450080008000800035e+03	2.818413073978270345e-01	-2.285631615426493290e+00
1.450090009000900181e+03	2.818426422710199053e-01	-2.285630652105905103e+00
1.450100010001000101e+03	2.818439771574827724e-01	-2.285629688805130844e+00
1.450110011001100020e+03	2.818453120572155246e-01	-2.285628725524171401e+00
1.450120012001200166e+03	2.818466469702182176e-01	-2.285627762263031215e+00
1.450130013001300085e+03	2.818479818964897410e-01	-2.285626799021712063e+00
1.450140014001400232e+03	2.818493168360297618e-01	-2.285625835800211281e+00
1.450150015001500151e+03	2.818506517888386131e-01	-2.285624872598534640e+00
1.450160016001600070e+03	2.818519867549156843e-01	-2.285623909416684363e+00
1.450170017001700216e+03	2.818533217342606423e-01	-2.285622946254658672e+00
1.450180018001800136e+03	2.818546567268728764e-01	-2.285621983112462452e+00
1.450190019001900282e+03	2.818559917327523867e-01	-2.285621019990097924e+00
1.450200020002000201e+03	2.818573267518985070e-01	-2.285620056887562868e+00
1.450210021002100120e+03	2.818586617843114039e-01	-2.285619093804862167e+00
1.450220022002200267e+03	2.818599968299906333e-01	-2.285618130741995824e+00
1.450230023002300186e+03	2.818613318889355845e-01	-2.285617167698966057e+00
1.450240024002400332e+03	2.818626669611460911e-01	-2.285616204675775087e+00
1.450250025002500252e+03	2.818640020466219309e-01	-2.285615241672426023e+00
1.450260026002600171e+03	2.818653371453622714e-01	-2.285614278688916201e+00
1.450270027002700317e+03	2.818666722573678896e-01	-2.285613315725251837e+00
1.450280028002800236e+03	2.818680073826378418e-01	-2.285612352781432488e+00
1.450290029002900383e+03	2.818693425211706294e-01	-2.285611389857459042e+00
1.450300030003000302e+03	2.818706776729674734e-01	-2.285610426953336827e+00
1.450310031003100221e+03	2.818720128380282630e-01	-2.285609464069063179e+00
1.450320032003200367e+03	2.818733480163513327e-01	-2.285608501204643428e+00
1.450330033003300287e+03	2.818746832079371267e-01	-2.285607538360075353e+00
1.450340034003400433e+03	2.818760184127851454e-01	-2.285606575535363394e+00
1.450350035003500352e+03	2.818773536308952776e-01	-2.285605612730510661e+00
1.450360036003600271e+03	2.818786888622668574e-01	-2.285604649945514488e+00
1.450370037003700418e+03	2.818800241068998846e-01	-2.285603687180381094e+00
