1.450000000000000000e+03	3.507465823059786048e-01	-2.282187540575686846e+00
1.450010001000099919e+03	3.507483761284538870e-01	-2.282191510364625309e+00
1.450020002000200066e+03	3.507501699254090277e-01	-2.282195480125823295e+00
1.450030003000299985e+03	3.507519636968468024e-01	-2.282199449859273255e+00
1.450040004000400131e+03	3.507537574427657123e-01	-2.282203419564978741e+00
1.450050005000500050e+03	3.507555511631665901e-01	-2.282207389242938422e+00
1.450060006000599969e+03	3.507573448580488251e-01	-2.282211358893154518e+00
1.450070007000700116e+03	3.507591385274153595e-01	-2.282215328515619923e+00
1.450080008000800035e+03	3.507609321712641948e-01	-2.282219298110337746e+00
1.450090009000900181e+03	3.507627257895964967e-01	-2.282223267677308876e+00
1.450100010001000101e+03	3.507645193824123764e-01	-2.282227237216529758e+00
1.450110011001100020e+03	3.507663129497132215e-01	-2.282231206727999950e+00
1.450120012001200166e+03	3.507681064914986435e-01	-2.282235176211720340e+00
1.450130013001300085e+03	3.507699000077679763e-01	-2.282239145667691815e+00
1.450140014001400232e+03	3.507716934985238844e-01	-2.282243115095907271e+00
1.450150015001500151e+03	3.507734869637653685e-01	-2.282247084496371592e+00
1.450160016001600070e+03	3.507752804034922067e-01	-2.282251053869084334e+00
1.450170017001700216e+03	3.507770738177066749e-01	-2.282255023214041056e+00
1.450180018001800136e+03	3.507788672064072188e-01	-2.282258992531244868e+00
1.450190019001900282e+03	3.507806605695946711e-01	-2.282262961820694436e+00
1.450200020002000201e+03	3.507824539072703085e-01	-2.282266931082385764e+00
1.450210021002100120e+03	3.507842472194336869e-01	-2.282270900316321516e+00
1.450220022002200267e+03	3.507860405060856390e-01	-2.282274869522500360e+00
1.450230023002300186e+03	3.507878337672264424e-01	-2.282278838700920076e+00
1.450240024002400332e+03	3.507896270028567076e-01	-2.282282807851581108e+00
1.450250025002500252e+03	3.507914202129758241e-01	-2.282286776974485232e+00
1.450260026002600171e+03	3.507932133975851241e-01	-2.282290746069627119e+00
1.450270027002700317e+03	3.507950065566844966e-01	-2.282294715137009433e+00
1.450280028002800236e+03	3.507967996902750518e-01	-2.282298684176630843e+00
1.450290029002900383e+03	3.507985927983562902e-01	-2.282302653188488240e+00
1.450300030003000302e+03	3.508003858809286557e-01	-2.282306622172584731e+00
1.450310031003100221e+03	3.508021789379935917e-01	-2.282310591128918098e+00
1.450320032003200367e+03	3.508039719695496550e-01	-2.282314560057488340e+00
1.450330033003300287e+03	3.508057649755989549e-01	-2.282318528958291903e+00
1.450340034003400433e+03	3.508075579561411583e-01	-2.282322497831331010e+00
1.450350035003500352e+03	3.508093509111762098e-01	-2.282326466676604770e+00
1.450360036003600271e+03	3.508111438407056082e-01	-2.282330435494110077e+00
1.450370037003700418e+03	3.508129367447282987e-01	-2.282334404283850926e+00
1.450380038003800337e+03	3.508147296232456136e-01	-2.282338373045822433e+00
1.450390039003900483e+03	3.508165224762581635e-01	-2.282342341780024597e+00
1.450400040004000402e+03	3.508183153037655044e-01	-2.282346310486457419e+00
