4.000000000000000000e+02	5.765674466535794518e-03
4.020050125313283047e+02	5.885771623736862218e-03
4.040100250626566663e+02	6.009601055836780344e-03
4.060150375939849710e+02	6.132275745410128119e-03
4.080200501253132757e+02	6.249164660009163402e-03
4.100250626566415804e+02	6.356076636873576012e-03
4.120300751879699419e+02	6.449410872160232094e-03
4.140350877192982466e+02	6.526270643410432386e-03
4.160401002506265513e+02	6.584538917771115205e-03
4.180451127819549129e+02	6.622916321658288939e-03
4.200501253132832176e+02	6.640923510916217284e-03
4.220551378446115223e+02	6.638871247890491302e-03
4.240601503759398270e+02	6.617802448086798454e-03
4.260651629072681885e+02	6.579411107297354448e-03
4.280701754385964932e+02	6.525943377967816962e-03
4.300751879699247979e+02	6.460086159793974360e-03
4.320802005012531026e+02	6.384848439990624056e-03
4.340852130325814642e+02	6.303440303234638352e-03
4.360902255639097689e+02	6.219154070959990663e-03
4.380952380952380736e+02	6.135251464396701201e-03
4.401002506265664351e+02	6.054860052665683896e-03
4.421052631578947398e+02	5.980881579700620364e-03
4.441102756892230445e+02	5.915914090612907350e-03
4.461152882205514061e+02	5.862189123473819999e-03
4.481203007518797108e+02	5.821524615796780551e-03
4.501253132832080155e+02	5.795293611248424244e-03
4.521303258145363202e+02	5.784408352187696972e-03
4.541353383458646817e+02	5.789318914750243329e-03
4.561403508771929864e+02	5.810025189340213558e-03
4.581453634085212911e+02	5.846100731763718972e-03
4.601503759398495959e+02	5.896726807645866555e-03
4.621553884711779574e+02	5.960734822046120061e-03
4.641604010025062621e+02	6.036655262521401465e-03
4.661654135338345668e+02	6.122771281192367944e-03
4.681704260651629284e+02	6.217175092579975068e-03
4.701754385964912331e+02	6.317825461362248755e-03
4.721804511278195378e+02	6.422604689623229342e-03
4.741854636591478993e+02	6.529373678370220882e-03
4.761904761904762040e+02	6.636023824942652825e-03
4.781954887218045087e+02	6.740524718613454674e-03
4.802005012531328134e+02	6.840966803913333880e-03
4.822055137844611181e+02	6.935598388383363080e-03
4.842105263157894797e+02	7.022856572782358066e-03
4.862155388471177844e+02	7.101391872328487523e-03
4.882205513784460891e+02	7.170086473354735611e-03
4.902255639097744506e+02	7.228066227756838567e-03
4.922305764411027553e+02	7.274706625686651502e-03
4.942355889724310600e+02	7.309633103815449569e-03
4.962406015037594216e+02	7.332716141684650531e-03
4.982456140350877263e+02	7.344061672375308027e-03
5.002506265664160310e+02	7.343997386756434716e-03
5.022556390977443357e+02	7.333055544180878092e-03
5.042606516290726404e+02	7.311952918311190146e-03
5.062656641604010019e+02	7.281568506666331701e-03
5.082706766917293066e+02	7.242919618521851365e-03
5.102756892230576113e+02	7.197136930089722932e-03
5.122807017543859729e+02	7.145439060558664811e-03
5.142857142857142208e+02	7.089107179638054305e-03
5.162907268170425823e+02	7.029460108648766595e-03
5.182957393483709438e+02	6.967830324727546445e-03
5.203007518796991917e+02	6.905541222964179521e-03
5.223057644110275533e+02	6.843885935696348601e-03
5.243107769423559148e+02	6.784107952973846695e-03
5.263157894736841627e+02	6.727383734412058051e-03
5.283208020050125242e+02	6.674807451138528927e-03
5.303258145363408858e+02	6.627377947981387234e-03
5.323308270676691336e+02	6.585987970981354959e-03
5.343358395989974952e+02	6.551415664111796475e-03
5.363408521303258567e+02	6.524318302026647053e-03
5.383458646616541046e+02	6.505228192866914332e-03
5.403508771929824661e+02	6.494550656702431125e-03
5.423558897243108277e+02	6.492563961035512261e-03
5.443609022556390755e+02	6.499421074857724204e-03
5.463659147869674371e+02	6.515153086879735267e-03
5.483709273182957986e+02	6.539674121555341842e-03
5.503759398496240465e+02	6.572787578167013471e-03
5.523809523809524080e+02	6.614193513274852290e-03
5.543859649122806559e+02	6.663496984982502334e-03
5.563909774436090174e+02	6.720217178448148303e-03
5.583959899749372653e+02	6.783797135574788639e-03
5.604010025062656268e+02	6.853613917546735358e-03
5.624060150375939884e+02	6.928989036537953200e-03
5.644110275689222362e+02	7.009199002210166757e-03
5.664160401002505978e+02	7.093485839247973268e-03
5.684210526315789593e+02	7.181067443873020983e-03
5.704260651629072072e+02	7.271147659768321080e-03
5.724310776942355687e+02	7.362925966875246732e-03
5.744360902255639303e+02	7.455606689869207805e-03
5.764411027568921781e+02	7.548407646553794044e-03
5.784461152882205397e+02	7.640568169744410727e-03
5.804511278195489012e+02	7.731356449261607075e-03
5.824561403508771491e+02	7.820076153270868677e-03
5.844611528822055107e+02	7.906072300249564894e-03
5.864661654135338722e+02	7.988736364226346753e-03
5.884711779448621201e+02	8.067510606528926001e-03
5.904761904761904816e+02	8.141891637021551886e-03
5.924812030075188432e+02	8.211433216663822920e-03
