1.000000000000000000e+00	7.952866691847559769e-04
2.000000000000000000e+00	5.325281164868032706e-03
3.000000000000000000e+00	1.290584795659253589e-02
4.000000000000000000e+00	2.253864597982003365e-02
5.000000000000000000e+00	3.339520801587698984e-02
6.000000000000000000e+00	4.478493400770088700e-02
7.000000000000000000e+00	5.613199822872982220e-02
8.000000000000000000e+00	6.695973208733980997e-02
9.000000000000000000e+00	7.688088974381160345e-02
1.000000000000000000e+01	8.559215436715779390e-02
1.100000000000000000e+01	9.287124811782561384e-02
1.200000000000000000e+01	9.857507383494978903e-02
1.300000000000000000e+01	1.026374684974231954e-01
1.400000000000000000e+01	1.050654124132100881e-01
1.500000000000000000e+01	1.059329164510370430e-01
1.600000000000000000e+01	1.053722731486898267e-01
1.700000000000000000e+01	1.035628464497223011e-01
1.800000000000000000e+01	1.007180122420944651e-01
1.900000000000000000e+01	9.707117475150670027e-02
2.000000000000000000e+01	9.286192405357604485e-02
2.100000000000000000e+01	8.832335755006025246e-02
2.200000000000000000e+01	8.367139215384281070e-02
2.300000000000000000e+01	7.909660089859889276e-02
2.400000000000000000e+01	7.475878453845560823e-02
2.500000000000000000e+01	7.078419481671509306e-02
2.600000000000000000e+01	6.726510167898050452e-02
2.700000000000000000e+01	6.426125895785234077e-02
2.800000000000000000e+01	6.180276900255822492e-02
2.900000000000000000e+01	5.989386005266241625e-02
3.000000000000000000e+01	5.851714873634613484e-02
3.100000000000000000e+01	5.763804209997890060e-02
3.200000000000000000e+01	5.720902131772733629e-02
3.300000000000000000e+01	5.717363053233887049e-02
3.400000000000000000e+01	5.747006239711376779e-02
3.500000000000000000e+01	5.803428442041778934e-02
3.600000000000000000e+01	5.880268772502034863e-02
3.700000000000000000e+01	5.971426458755619421e-02
3.800000000000000000e+01	6.071233607744303679e-02
3.900000000000000000e+01	6.174585924321578101e-02
4.000000000000000000e+01	6.277034718275516234e-02
4.100000000000000000e+01	6.374843698843879469e-02
4.200000000000000000e+01	6.465014135995152122e-02
4.300000000000000000e+01	6.545282042771594089e-02
4.400000000000000000e+01	6.614091134743518841e-02
4.500000000000000000e+01	6.670545446997679095e-02
