5.000000000000000000e+02 1.480721532421641173e+00
5.075376884422110493e+02 1.497466582398427226e+00
5.150753768844220986e+02 1.482918680955354729e+00
5.226130653266332047e+02 1.440663335714894577e+00
5.301507537688441971e+02 1.375288573443638862e+00
5.376884422110553032e+02 1.291958607311977980e+00
5.452261306532662957e+02 1.196049152406858385e+00
5.527638190954774018e+02 1.092851791034727738e+00
5.603015075376883942e+02 9.873472897810894322e-01
5.678391959798995003e+02 8.840429160438064704e-01
5.753768844221106065e+02 7.868660593620043775e-01
5.829145728643215989e+02 6.991052770906787117e-01
5.904522613065327050e+02 6.233897594311795798e-01
5.979899497487436975e+02 5.616987455058319867e-01
6.055276381909548036e+02 5.153933212375222395e-01
6.130653266331657960e+02 4.852640831353349227e-01
6.206030150753769021e+02 4.715892249057748731e-01
6.281407035175880083e+02 4.741986162372626712e-01
6.356783919597990007e+02 4.925403537661343645e-01
6.432160804020099931e+02 5.257470570143273347e-01
6.507537688442210992e+02 5.726998562714655794e-01
6.582914572864322054e+02 6.320885827288900138e-01
6.658291457286431978e+02 7.024671353300606658e-01
6.733668341708543039e+02 7.823033765771970627e-01
6.809045226130652964e+02 8.700232132886542846e-01
6.884422110552764025e+02 9.640487592125657201e-01
6.959798994974873949e+02 1.062830664211543930e+00
7.035175879396985010e+02 1.164874837777587047e+00
7.110552763819096072e+02 1.268763900007866541e+00
7.185929648241205996e+02 1.373173766926530703e+00
7.261306532663317057e+02 1.476885824388197932e+00
7.336683417085426981e+02 1.578795170286770411e+00
7.412060301507538043e+02 1.677915412409127560e+00
7.487437185929647967e+02 1.773380502549799509e+00
7.562814070351759028e+02 1.864444069570168505e+00
7.638190954773870089e+02 1.950476687708858625e+00
7.713567839195980014e+02 2.030961484050185284e+00
7.788944723618089938e+02 2.105488452728512705e+00
7.864321608040200999e+02 2.173747804966158270e+00
7.939698492462312061e+02 2.235522644889174515e+00
8.015075376884421985e+02 2.290681222434838293e+00
8.090452261306531909e+02 2.339168977491609347e+00
8.165829145728644107e+02 2.381000554394174351e+00
8.241206030150754032e+02 2.416251933523501538e+00
8.316582914572863956e+02 2.445052797341486617e+00
8.391959798994975017e+02 2.467579221880367601e+00
8.467336683417086078e+02 2.484046761539698611e+00
8.542713567839196003e+02 2.494703974955496673e+00
8.618090452261305927e+02 2.499826422556497452e+00
8.693467336683416988e+02 2.499711152021314664e+00
8.768844221105528050e+02 2.494671675970681957e+00
8.844221105527637974e+02 2.485033436624776382e+00
8.919597989949749035e+02 2.471129744573511200e+00
8.994974874371860096e+02 2.453298172996486670e+00
9.070351758793970021e+02 2.431877384386025742e+00
9.145728643216079945e+02 2.407204363844231310e+00
9.221105527638191006e+02 2.379612031132620320e+00
9.296482412060302067e+02 2.349427202660343994e+00
9.371859296482411992e+02 2.316968874333984019e+00
9.447236180904521916e+02 2.282546796509072884e+00
9.522613065326634114e+02 2.246460313050820723e+00
9.597989949748744039e+02 2.208997437617719495e+00
9.673366834170853963e+02 2.170434141632814118e+00
9.748743718592965024e+02 2.131033829924804390e+00
9.824120603015076085e+02 2.091046981640268587e+00
9.899497487437186010e+02 2.050710935697045212e+00
9.974874371859295934e+02 2.010249801724797170e+00
1.005025125628140700e+03 1.969874479090858665e+00
1.012562814070351806e+03 1.929782768211008692e+00
1.020100502512562798e+03 1.890159559879831308e+00
1.027638190954774018e+03 1.851177089808996978e+00
1.035175879396984783e+03 1.812995246927298298e+00
1.042713567839196003e+03 1.775761925267950181e+00
1.050251256281406995e+03 1.739613410445188135e+00
1.057788944723617988e+03 1.704674792803308803e+00
1.065326633165829207e+03 1.671060400309733129e+00
1.072864321608040200e+03 1.638874245161963561e+00
1.080402010050251192e+03 1.608210478891287654e+00
1.087939698492462412e+03 1.579153851478064530e+00
1.095477386934673405e+03 1.551780170650020496e+00
1.103015075376884397e+03 1.526156758120941648e+00
1.110552763819095617e+03 1.502342900048780683e+00
1.118090452261306382e+03 1.480390289453651365e+00
1.125628140703517602e+03 1.460343458743800449e+00
1.133165829145728821e+03 1.442240200855524401e+00
1.140703517587939587e+03 1.426111977826281407e+00
1.148241206030150806e+03 1.411984315892969466e+00
1.155778894472361799e+03 1.399877186444425714e+00
1.163316582914572791e+03 1.389805372360968239e+00
